obs_id,train_id,pred
id_000001,train,4.9109954833984375
id_000002,train,5.152162075042725
id_000003,train,5.378304481506348
id_000004,test,5.253085136413574
id_000005,train,4.9109954833984375
id_000006,test,4.964572429656982
id_000007,test,5.006531715393066
id_000008,train,5.186452865600586
id_000009,train,5.3952317237854
id_000010,train,5.235258102416992
id_000011,train,5.1196441650390625
id_000012,train,5.235258102416992
id_000013,test,4.714694023132324
id_000014,train,5.9671783447265625
id_000015,test,4.645708084106445
id_000016,train,4.699127197265625
id_000017,test,5.386013031005859
id_000018,test,4.4226298332214355
id_000019,train,4.59725284576416
id_000020,test,4.585399627685547
id_000021,test,5.733140468597412
id_000022,train,5.649574279785156
id_000023,train,5.898473739624023
id_000024,train,5.132573127746582
id_000025,train,5.68052864074707
id_000026,train,5.527896881103516
id_000027,train,5.705112457275391
id_000028,train,5.898473739624023
id_000029,test,4.905468940734863
id_000030,train,5.488692283630371
id_000031,train,5.136736869812012
id_000032,train,5.608760833740234
id_000033,train,5.167033672332764
id_000034,train,4.158049583435059
id_000035,test,5.053668975830078
id_000036,train,4.854274749755859
id_000037,test,5.883707046508789
id_000038,train,5.899369716644287
id_000039,test,4.89124870300293
id_000040,train,5.3259992599487305
id_000041,test,5.3259992599487305
id_000042,train,5.239714622497559
id_000043,test,5.066744327545166
id_000044,train,6.376706123352051
id_000045,train,4.8926520347595215
id_000046,test,5.219449996948242
id_000047,train,4.688336372375488
id_000048,train,5.4970479011535645
id_000049,test,5.483171463012695
id_000050,test,4.831747055053711
id_000051,train,5.526257038116455
id_000052,test,5.344298839569092
id_000053,train,5.3990936279296875
id_000054,train,4.8547186851501465
id_000055,train,5.828023910522461
id_000056,train,5.262844085693359
id_000057,train,5.228752136230469
id_000058,train,4.996368408203125
id_000059,train,5.564071178436279
id_000060,train,5.264036655426025
id_000061,test,5.6872239112854
id_000062,train,4.701236724853516
id_000063,train,5.5686750411987305
id_000064,train,5.069886207580566
id_000065,train,4.964556694030762
id_000066,train,4.964556694030762
id_000067,train,5.439297199249268
id_000068,test,5.490234851837158
id_000069,train,5.84144926071167
id_000070,test,6.2656402587890625
id_000071,train,5.433986663818359
id_000072,test,4.821854591369629
id_000073,train,4.842755317687988
id_000074,train,5.1186676025390625
id_000075,train,5.277832984924316
id_000076,test,5.475201606750488
id_000077,test,5.475201606750488
id_000078,train,5.337600231170654
id_000079,test,4.907575607299805
id_000080,test,5.403957366943359
id_000081,train,5.266036033630371
id_000082,test,4.051207065582275
id_000083,train,5.092222213745117
id_000084,train,4.254585266113281
id_000085,test,5.655193328857422
id_000086,train,5.587923049926758
id_000087,test,5.707624435424805
id_000088,train,5.763660430908203
id_000089,train,5.229763984680176
id_000090,train,4.953742027282715
id_000091,train,4.995427131652832
id_000092,train,5.707624435424805
id_000093,train,5.7313690185546875
id_000094,test,5.763660430908203
id_000095,test,4.731548309326172
id_000096,test,5.33219051361084
id_000097,train,5.32975435256958
id_000098,train,5.480652332305908
id_000099,test,4.946296691894531
id_000100,train,5.564963340759277
id_000101,train,5.562171936035156
id_000102,train,5.808222770690918
id_000103,train,5.564963340759277
id_000104,test,5.117018699645996
id_000105,train,5.0696563720703125
id_000106,train,5.117018699645996
id_000107,train,4.045583248138428
id_000108,train,5.352386474609375
id_000109,test,5.268908500671387
id_000110,train,4.748075485229492
id_000111,test,5.828240394592285
id_000112,test,5.197227478027344
id_000113,train,5.213045597076416
id_000114,train,5.6272125244140625
id_000115,train,5.828240394592285
id_000116,train,5.3131103515625
id_000117,test,5.762641906738281
id_000118,train,5.192831039428711
id_000119,train,5.835583209991455
id_000120,test,5.0040130615234375
id_000121,test,4.431581497192383
id_000122,train,5.835583209991455
id_000123,train,4.734137535095215
id_000124,train,4.999971389770508
id_000125,test,5.1126604080200195
id_000126,train,5.248836517333984
id_000127,train,5.072593688964844
id_000128,train,5.03566312789917
id_000129,train,6.41944694519043
id_000130,train,5.421257019042969
id_000131,train,4.717443943023682
id_000132,train,5.807992935180664
id_000133,train,5.807992935180664
id_000134,train,5.501896381378174
id_000135,test,5.035024166107178
id_000136,train,5.535045623779297
id_000137,train,5.51312255859375
id_000138,train,5.531030178070068
id_000139,test,5.085936546325684
id_000140,train,5.096330642700195
id_000141,train,5.535045623779297
id_000142,train,5.51312255859375
id_000143,train,7.170405864715576
id_000144,train,5.490222930908203
id_000145,test,7.170405864715576
id_000146,train,4.749567031860352
id_000147,train,4.674621105194092
id_000148,test,4.5569844245910645
id_000149,train,5.5418596267700195
id_000150,test,5.682713031768799
id_000151,train,5.560798645019531
id_000152,train,4.151312351226807
id_000153,train,5.3328537940979
id_000154,test,5.3328537940979
id_000155,train,4.966912269592285
id_000156,train,4.955019950866699
id_000157,train,4.966912269592285
id_000158,train,4.955019950866699
id_000159,train,4.785345554351807
id_000160,train,4.7179975509643555
id_000161,train,5.137761116027832
id_000162,test,5.965114593505859
id_000163,train,5.741138935089111
id_000164,test,4.3680925369262695
id_000165,test,4.386476993560791
id_000166,train,4.808499336242676
id_000167,train,5.12647819519043
id_000168,train,5.000811576843262
id_000169,test,5.298919677734375
id_000170,train,4.642847537994385
id_000171,train,4.5049309730529785
id_000172,test,5.706549167633057
id_000173,test,5.706549167633057
id_000174,train,6.118485450744629
id_000175,train,5.310595989227295
id_000176,test,5.716094017028809
id_000177,train,5.310595989227295
id_000178,test,5.570080757141113
id_000179,test,4.710850715637207
id_000180,test,5.37224006652832
id_000181,train,5.37224006652832
id_000182,train,4.002237319946289
id_000183,test,4.750443458557129
id_000184,train,4.885708332061768
id_000185,test,4.831821918487549
id_000186,train,5.203375816345215
id_000187,test,5.113125801086426
id_000188,test,5.005064964294434
id_000189,test,4.5648393630981445
id_000190,train,4.591132164001465
id_000191,test,4.738121509552002
id_000192,train,5.528804302215576
id_000193,train,4.818243026733398
id_000194,test,5.52543306350708
id_000195,train,5.52543306350708
id_000196,train,4.825915336608887
id_000197,train,5.487037658691406
id_000198,test,6.004974842071533
id_000199,train,6.592902183532715
id_000200,test,5.227070331573486
id_000201,train,6.142301559448242
id_000202,train,4.939484596252441
id_000203,train,5.7160420417785645
id_000204,train,5.484316825866699
id_000205,train,5.462553024291992
id_000206,train,5.975859642028809
id_000207,train,5.975859642028809
id_000208,test,4.909560203552246
id_000209,train,5.261862277984619
id_000210,test,6.360132694244385
id_000211,test,6.947701454162598
id_000212,train,5.0614423751831055
id_000213,test,5.673207759857178
id_000214,test,5.262248992919922
id_000215,test,5.527189254760742
id_000216,train,4.925047874450684
id_000217,train,5.6126708984375
id_000218,test,5.0157976150512695
id_000219,test,5.3790669441223145
id_000220,train,4.807662010192871
id_000221,train,5.665565490722656
id_000222,train,5.411737442016602
id_000223,train,5.219724655151367
id_000224,train,5.60723876953125
id_000225,test,5.412014961242676
id_000226,train,6.057023525238037
id_000227,train,4.485474586486816
id_000228,train,5.33856201171875
id_000229,test,6.057023525238037
id_000230,test,5.519214153289795
id_000231,train,5.401331901550293
id_000232,train,5.498910903930664
id_000233,train,5.803447246551514
id_000234,train,5.519214153289795
id_000235,train,4.5866289138793945
id_000236,train,5.071348667144775
id_000237,train,5.071348667144775
id_000238,train,5.15310001373291
id_000239,train,5.071348667144775
id_000240,train,4.5866289138793945
id_000241,train,4.329998016357422
id_000242,train,5.690446376800537
id_000243,test,5.070577621459961
id_000244,train,6.410996913909912
id_000245,train,6.410996913909912
id_000246,train,5.933720588684082
id_000247,train,4.99537467956543
id_000248,train,4.791882514953613
id_000249,train,5.219011306762695
id_000250,test,5.933720588684082
id_000251,test,5.876192569732666
id_000252,test,5.572685241699219
id_000253,train,5.2544264793396
id_000254,train,4.630834579467773
id_000255,train,5.572685241699219
id_000256,train,4.780546188354492
id_000257,train,5.579680919647217
id_000258,train,4.793055534362793
id_000259,train,4.691157817840576
id_000260,test,5.93064022064209
id_000261,train,5.802103042602539
id_000262,train,4.596489906311035
id_000263,train,5.585333824157715
id_000264,test,5.850940704345703
id_000265,test,5.809645652770996
id_000266,train,6.155499458312988
id_000267,train,5.174542427062988
id_000268,test,6.772695541381836
id_000269,train,5.8666157722473145
id_000270,train,6.1530351638793945
id_000271,train,5.987645149230957
id_000272,test,6.1530351638793945
id_000273,train,5.261469841003418
id_000274,train,5.383208751678467
id_000275,train,4.836413383483887
id_000276,train,5.987645149230957
id_000277,train,5.8666157722473145
id_000278,train,6.1530351638793945
id_000279,train,6.841808319091797
id_000280,test,5.755516052246094
id_000281,train,5.691283226013184
id_000282,train,4.879077911376953
id_000283,test,5.067058086395264
id_000284,train,5.755516052246094
id_000285,train,5.510519981384277
id_000286,train,5.510519981384277
id_000287,train,5.671227931976318
id_000288,train,6.077474594116211
id_000289,train,6.344002723693848
id_000290,test,5.279232978820801
id_000291,train,6.344002723693848
id_000292,train,5.316953659057617
id_000293,test,5.450801849365234
id_000294,train,5.6699419021606445
id_000295,train,5.669985771179199
id_000296,train,5.074897766113281
id_000297,train,5.001282691955566
id_000298,train,5.452714443206787
id_000299,train,5.5277180671691895
id_000300,test,5.249162197113037
id_000301,train,5.958744049072266
id_000302,train,6.025045394897461
id_000303,train,5.81155252456665
id_000304,train,5.075507640838623
id_000305,train,4.40313720703125
id_000306,test,4.975581169128418
id_000307,train,5.006744384765625
id_000308,test,5.325257301330566
id_000309,train,5.307867527008057
id_000310,train,5.586048126220703
id_000311,train,4.975581169128418
id_000312,test,5.016478538513184
id_000313,test,5.123917579650879
id_000314,test,4.707894325256348
id_000315,train,6.049114227294922
id_000316,train,6.033632278442383
id_000317,train,5.279158592224121
id_000318,train,5.408123970031738
id_000319,test,5.71077823638916
id_000320,train,5.408123970031738
id_000321,train,5.71077823638916
id_000322,train,5.054766654968262
id_000323,train,5.462801933288574
id_000324,test,5.29720401763916
id_000325,test,4.570202827453613
id_000326,test,4.570202827453613
id_000327,test,5.840918064117432
id_000328,test,6.139447212219238
id_000329,train,5.727150917053223
id_000330,test,5.406713485717773
id_000331,test,6.021960735321045
id_000332,train,6.021960735321045
id_000333,test,4.629047870635986
id_000334,test,5.697995185852051
id_000335,train,6.542873382568359
id_000336,train,5.959501266479492
id_000337,train,6.844420433044434
id_000338,train,5.909539222717285
id_000339,train,5.871169090270996
id_000340,test,6.533730983734131
id_000341,test,6.1541337966918945
id_000342,train,6.3494696617126465
id_000343,train,5.665513038635254
id_000344,train,5.665513038635254
id_000345,train,5.384753227233887
id_000346,train,5.563644886016846
id_000347,train,6.472818374633789
id_000348,train,6.529439926147461
id_000349,train,5.568450927734375
id_000350,test,5.695026397705078
id_000351,train,5.826088905334473
id_000352,train,5.64711856842041
id_000353,test,5.531374931335449
id_000354,train,5.902396202087402
id_000355,test,5.717292308807373
id_000356,train,6.267051696777344
id_000357,test,6.004376411437988
id_000358,train,6.0865888595581055
id_000359,test,5.656031608581543
id_000360,train,5.3558759689331055
id_000361,train,5.158237457275391
id_000362,train,6.011624336242676
id_000363,test,4.882600784301758
id_000364,train,5.856154441833496
id_000365,train,5.130194187164307
id_000366,test,6.368154048919678
id_000367,train,5.130194187164307
id_000368,train,5.267281532287598
id_000369,train,4.909365653991699
id_000370,train,7.154886245727539
id_000371,train,5.3901166915893555
id_000372,train,6.222658157348633
id_000373,test,6.558198928833008
id_000374,train,5.352170467376709
id_000375,train,5.638874053955078
id_000376,train,5.988038063049316
id_000377,train,6.300816535949707
id_000378,test,7.154886245727539
id_000379,train,6.680063247680664
id_000380,train,5.792438983917236
id_000381,train,5.816713809967041
id_000382,train,5.789813995361328
id_000383,train,5.816713809967041
id_000384,test,5.816713809967041
id_000385,train,5.784065246582031
id_000386,train,5.6159443855285645
id_000387,test,5.8393707275390625
id_000388,test,5.432760715484619
id_000389,train,5.846854209899902
id_000390,test,5.56075382232666
id_000391,train,6.502063751220703
id_000392,train,5.789813995361328
id_000393,test,5.1581010818481445
id_000394,train,4.467023849487305
id_000395,train,5.080879211425781
id_000396,train,5.840214252471924
id_000397,train,4.384366989135742
id_000398,train,5.356717109680176
id_000399,test,5.356717109680176
id_000400,train,5.066783905029297
id_000401,train,4.384366989135742
id_000402,train,5.803544998168945
id_000403,test,5.0176897048950195
id_000404,test,5.096925735473633
id_000405,test,5.311205863952637
id_000406,test,6.260773658752441
id_000407,train,5.629624843597412
id_000408,test,5.480088710784912
id_000409,train,5.8893513679504395
id_000410,test,4.999934196472168
id_000411,test,5.37579870223999
id_000412,train,5.378044605255127
id_000413,test,5.088918209075928
id_000414,test,6.112102508544922
id_000415,train,4.817007064819336
id_000416,train,4.899899482727051
id_000417,train,5.954516410827637
id_000418,train,5.269308090209961
id_000419,train,5.687702178955078
id_000420,test,5.275365829467773
id_000421,train,6.177680969238281
id_000422,train,6.079001426696777
id_000423,train,5.013946056365967
id_000424,train,6.384241580963135
id_000425,train,5.013946056365967
id_000426,train,6.079001426696777
id_000427,train,5.294368743896484
id_000428,test,5.306437015533447
id_000429,test,5.497696399688721
id_000430,test,5.410660266876221
