obs_id,train_id,pred
id_000001,train,12672.181640625
id_000002,train,14580.0029296875
id_000003,train,11180.232421875
id_000004,test,12314.3330078125
id_000005,train,22138.9453125
id_000006,test,20464.75
id_000007,test,3561.018798828125
id_000008,valid,3546.841064453125
id_000009,valid,5.908456802368164
id_000010,train,5911.48486328125
id_000011,train,8510.5
id_000012,train,1415.7738037109375
id_000013,valid,3416.74951171875
id_000014,train,925.99139404296875
id_000015,valid,5.908456802368164
id_000016,train,5351.81689453125
id_000017,valid,6.318690299987793
id_000018,test,5.908456802368164
id_000019,train,12063.8271484375
id_000020,valid,17005.953125
id_000021,test,2821.137939453125
id_000022,train,14333.818359375
id_000023,valid,9699.1494140625
id_000024,train,9216.2265625
id_000025,train,11576.4375
id_000026,train,12417.83984375
id_000027,train,7709.90283203125
id_000028,train,13241.0029296875
id_000029,test,7156.814453125
id_000030,train,559.0728759765625
id_000031,train,5.908456802368164
id_000032,train,5.908456802368164
id_000033,train,4607.3662109375
id_000034,train,12095.0810546875
id_000035,test,1452.158447265625
id_000036,valid,18303.091796875
id_000037,valid,10644.6240234375
id_000038,train,9393.248046875
id_000039,valid,9047.38671875
id_000040,train,12890.8134765625
id_000041,test,9168.57421875
id_000042,valid,6473.01904296875
id_000043,valid,14237.3115234375
id_000044,train,16491.083984375
id_000045,train,17951.8515625
id_000046,valid,16801.974609375
id_000047,train,6164.28857421875
id_000048,train,7043.10693359375
id_000049,valid,23811.37109375
id_000050,valid,23659.205078125
id_000051,train,24251.662109375
id_000052,test,22122.794921875
id_000053,train,24528.5625
id_000054,train,8335.91015625
id_000055,train,5.908456802368164
id_000056,train,5.908456802368164
id_000057,train,5.908456802368164
id_000058,train,5.908456802368164
id_000059,valid,5.908456802368164
id_000060,train,5.908456802368164
id_000061,test,5.908456802368164
id_000062,train,5.908456802368164
id_000063,train,5.908456802368164
id_000064,train,5.908456802368164
id_000065,valid,5.908456802368164
id_000066,train,5.908456802368164
id_000067,train,5.908456802368164
id_000068,valid,5.908456802368164
id_000069,train,5.908456802368164
id_000070,test,5.908456802368164
id_000071,train,5.908456802368164
id_000072,test,5.908456802368164
id_000073,train,5.908456802368164
id_000074,train,5.908456802368164
id_000075,train,5.908456802368164
id_000076,test,5.908456802368164
id_000077,test,5.908456802368164
id_000078,train,5.908456802368164
id_000079,valid,5.908456802368164
id_000080,test,5.908456802368164
id_000081,train,5.908456802368164
id_000082,valid,5.908456802368164
id_000083,train,5.908456802368164
id_000084,train,5.908456802368164
id_000085,valid,5.908456802368164
id_000086,train,5.908456802368164
id_000087,valid,5.908456802368164
id_000088,train,5.908456802368164
id_000089,train,5.908456802368164
id_000090,train,5.908456802368164
id_000091,train,5.908456802368164
id_000092,train,5.908456802368164
id_000093,valid,5.908456802368164
id_000094,test,5.908456802368164
id_000095,valid,5.908456802368164
id_000096,valid,5.908456802368164
id_000097,train,5.908456802368164
id_000098,train,5.908456802368164
id_000099,test,5.908456802368164
id_000100,valid,5.908456802368164
id_000101,valid,5.908456802368164
id_000102,train,5.908456802368164
id_000103,train,5.908456802368164
id_000104,test,5.908456802368164
id_000105,valid,5.908456802368164
id_000106,train,5.908456802368164
